k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
16,2,2,0.5350395529099388,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,2,3,0.540095431704513,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,3,0,0.5051354095318707,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,3,1,0.5211985662306656,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,3,2,0.5125739866409529,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
16,3,3,0.517073918239473,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,0,0,0.5208488446177686,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,0,1,0.5330812415277048,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,0,2,0.5169145891059894,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,0,3,0.5330172969772097,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,1,0,0.5218692015717018,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,1,1,0.5399964986804826,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,1,2,0.5275721302970123,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,1,3,0.5324833160557068,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,2,0,0.5212922109171438,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,2,1,0.5289999714143474,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,2,2,0.5321134707009048,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,2,3,0.5351340733907354,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,3,0,0.4996410974871951,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,3,1,0.5142177393822588,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,3,2,0.5099578530502786,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
17,3,3,0.5098091208111146,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,0,0,0.514968333462989,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
18,0,1,0.527298258246711,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
